Time (UTC),Latitude,Longitude,Hm0 (m),Hmax_up (m),Tm01 (s),Pdirnaut (waves coming from deg),Meandir (waves coming from deg),Bat_voltageAvg
2022-07-20 21:11:36,-58.3796539,-0.4183916,1.081,1.393,15.300,269,275,3.55
2022-07-20 21:33:27,-58.3781815,-0.4194986,0.938,1.408,14.100,272,277,3.55
2022-07-20 21:55:18,-58.3765297,-0.4201802,1.009,1.838,14.900,273,275,3.55
2022-07-20 22:17:09,-58.3739204,-0.4214170,0.919,1.577,14.400,274,279,3.54
2022-07-20 22:38:59,-58.3719292,-0.4223576,1.181,1.820,15.100,279,280,3.55
2022-07-20 23:00:50,-58.3695412,-0.4228391,1.273,1.903,14.800,273,275,3.55
2022-07-20 23:22:41,-58.3675194,-0.4231840,1.937,2.335,15.300,268,271,3.55
2022-07-20 23:44:31,-58.3653679,-0.4232260,1.414,1.926,15.100,279,285,3.55
2022-07-21 00:06:22,-58.3620796,-0.4236002,1.023,1.682,14.200,308,310,3.54
2022-07-21 00:28:13,-58.3592110,-0.4243874,1.643,3.008,15.000,293,295,3.54
2022-07-21 00:50:04,-58.3565636,-0.4245335,1.498,1.842,14.500,295,299,3.55
2022-07-21 01:11:54,-58.3528442,-0.4257502,1.173,2.780,14.100,294,299,3.55
2022-07-21 01:33:45,-58.3496513,-0.4272268,1.676,2.574,15.100,305,305,3.55
2022-07-21 01:55:36,-58.3467255,-0.4287019,1.761,2.439,15.400,301,306,3.52
2022-07-21 02:17:27,-58.3427505,-0.4317138,1.674,2.548,14.900,305,306,3.55
2022-07-21 02:39:17,-58.3398285,-0.4342643,1.654,1.995,14.900,298,301,3.55
2022-07-21 03:01:08,-58.3367119,-0.4373546,1.820,2.391,14.800,289,290,3.55
2022-07-21 03:22:59,-58.3341370,-0.4400289,1.687,2.376,14.600,302,306,3.55
2022-07-21 03:44:49,-58.3317947,-0.4423164,1.769,2.622,14.600,309,310,3.55
2022-07-21 04:06:40,-58.3287811,-0.4456200,1.896,2.431,14.700,306,310,3.55
2022-07-21 04:28:31,-58.3261261,-0.4495016,1.722,1.907,14.400,307,310,3.55
2022-07-21 04:50:22,-58.3235397,-0.4546938,1.731,2.346,14.700,306,307,3.55
2022-07-21 05:12:12,-58.3204613,-0.4618081,2.177,2.647,14.800,308,310,3.55
2022-07-21 05:34:03,-58.3183098,-0.4689506,1.816,2.311,14.500,306,308,3.55
2022-07-21 05:55:54,-58.3161545,-0.4778605,1.390,2.531,13.900,300,304,3.55
2022-07-21 06:17:44,-58.3149567,-0.4843365,1.330,2.492,13.900,300,304,3.55
2022-07-21 06:39:35,-58.3144913,-0.4906804,1.670,2.913,14.400,301,302,3.55
2022-07-21 07:01:26,-58.3141174,-0.4989766,2.123,2.620,14.400,309,311,3.55
2022-07-21 07:23:17,-58.3144264,-0.5051645,2.005,2.669,14.200,310,312,3.54
2022-07-21 07:45:07,-58.3148918,-0.5122482,1.324,2.543,13.300,307,311,3.55
2022-07-21 08:06:58,-58.3155327,-0.5206210,1.917,3.171,14.100,307,312,3.55
2022-07-21 08:28:49,-58.3163910,-0.5260036,1.480,2.223,13.700,265,267,3.55
2022-07-21 08:50:39,-58.3172913,-0.5310974,1.717,2.739,13.500,271,272,3.55
2022-07-21 09:12:30,-58.3183861,-0.5377767,1.633,2.318,13.900,266,270,3.54
2022-07-21 09:34:21,-58.3191986,-0.5436802,2.008,2.580,13.700,275,274,3.55
2022-07-21 09:56:12,-58.3202095,-0.5508681,1.802,2.360,13.600,273,278,3.55
2022-07-21 10:18:02,-58.3214340,-0.5553881,1.474,2.114,13.600,256,274,3.54
2022-07-21 10:39:53,-58.3230476,-0.5590093,1.537,2.595,13.400,274,281,3.55
2022-07-21 11:01:44,-58.3257103,-0.5629131,1.713,2.528,13.400,277,282,3.54
2022-07-21 11:23:35,-58.3279114,-0.5657014,1.483,2.363,13.100,269,278,3.55
2022-07-21 11:45:25,-58.3299332,-0.5687125,1.687,1.919,13.900,278,283,3.55
2022-07-21 12:07:16,-58.3324242,-0.5730101,1.639,2.472,13.600,296,305,3.55
2022-07-21 12:29:07,-58.3347969,-0.5758903,1.950,3.278,13.900,296,304,3.55
2022-07-21 12:50:57,-58.3379440,-0.5788522,1.737,2.023,13.600,279,291,3.54
2022-07-21 13:12:48,-58.3404846,-0.5800406,1.602,2.692,13.500,271,279,3.54
2022-07-21 13:34:39,-58.3430328,-0.5811927,1.723,2.703,12.700,320,306,3.55
2022-07-21 13:56:30,-58.3458862,-0.5826668,1.659,2.647,13.100,272,277,3.55
2022-07-21 14:18:20,-58.3479729,-0.5838547,1.927,2.264,13.300,274,292,3.55
2022-07-21 14:40:11,-58.3499069,-0.5842862,1.891,3.254,13.200,280,296,3.55
2022-07-21 15:02:02,-58.3522758,-0.5850554,1.645,2.243,13.800,314,321,3.55
2022-07-21 15:23:52,-58.3539314,-0.5857533,1.615,2.916,12.700,300,297,3.55
2022-07-21 15:45:43,-58.3559875,-0.5872700,1.702,2.490,13.100,282,295,3.55
2022-07-21 16:07:34,-58.3577042,-0.5884832,1.784,2.425,13.000,281,289,3.55
2022-07-21 16:29:25,-58.3593292,-0.5891956,1.926,3.180,13.500,295,309,3.54
2022-07-21 16:51:15,-58.3614578,-0.5890362,1.801,2.583,12.600,329,315,3.55
2022-07-21 17:13:06,-58.3630333,-0.5888384,1.682,2.862,12.800,305,290,3.55
2022-07-21 17:34:57,-58.3642578,-0.5890878,1.881,2.948,12.400,284,294,3.55
2022-07-21 17:56:47,-58.3657341,-0.5890943,1.785,2.587,12.500,296,290,3.55
2022-07-21 18:18:38,-58.3670006,-0.5900939,2.032,2.936,12.700,291,308,3.54
2022-07-21 18:40:29,-58.3684807,-0.5916469,2.025,2.959,12.600,307,322,3.55
2022-07-21 19:02:20,-58.3703041,-0.5938274,1.707,2.467,12.000,342,324,3.55
2022-07-21 19:24:10,-58.3721542,-0.5964804,1.784,2.630,12.500,292,298,3.55
2022-07-21 19:46:01,-58.3746223,-0.5991272,2.123,2.885,12.400,293,307,3.55
2022-07-21 20:07:52,-58.3768387,-0.6011692,2.127,3.565,12.200,303,297,3.54
2022-07-21 20:29:43,-58.3794746,-0.6032789,1.736,2.619,12.000,311,299,3.55
2022-07-21 20:51:33,-58.3830414,-0.6063288,1.975,3.127,12.100,313,300,3.55
2022-07-21 21:13:24,-58.3860283,-0.6083878,2.077,2.694,11.900,318,311,3.55
2022-07-21 21:35:15,-58.3888512,-0.6101031,2.028,2.991,11.900,334,321,3.55
2022-07-21 21:57:05,-58.3926086,-0.6117884,2.210,3.314,12.300,342,329,3.55
2022-07-21 22:18:56,-58.3961143,-0.6132379,2.254,3.135,12.600,289,298,3.55
2022-07-21 22:40:47,-58.4009666,-0.6145991,1.740,2.985,12.200,325,336,3.55
2022-07-21 23:02:38,-58.4048843,-0.6151315,1.722,2.971,11.500,339,330,3.54
2022-07-21 23:24:28,-58.4088211,-0.6144914,2.350,3.779,12.300,305,322,3.55
2022-07-21 23:46:19,-58.4140854,-0.6134032,1.787,2.497,11.900,344,331,3.55
2022-07-22 00:08:10,-58.4182701,-0.6119853,1.849,2.666,12.100,339,328,3.55
2022-07-22 00:30:00,-58.4224701,-0.6106670,1.958,3.294,12.200,299,312,3.55
2022-07-22 00:51:51,-58.4274292,-0.6082654,2.058,3.553,11.400,323,319,3.55
2022-07-22 01:13:42,-58.4314232,-0.6054960,1.846,2.691,12.300,301,308,3.55
2022-07-22 01:35:33,-58.4353714,-0.6016791,1.929,3.457,11.800,304,323,3.54
2022-07-22 01:57:23,-58.4393463,-0.5959129,2.170,2.415,12.100,295,306,3.55
2022-07-22 02:19:14,-58.4423103,-0.5911344,1.921,3.110,11.900,311,319,3.55
2022-07-22 02:41:05,-58.4458160,-0.5846812,2.218,3.173,11.800,298,314,3.55
2022-07-22 03:02:55,-58.4486160,-0.5795818,2.080,2.598,11.800,316,315,3.55
2022-07-22 03:24:46,-58.4512138,-0.5747294,1.748,2.418,11.600,303,315,3.55
2022-07-22 03:46:37,-58.4543343,-0.5685374,2.513,3.054,12.100,339,319,3.55
2022-07-22 04:08:28,-58.4563408,-0.5635444,2.042,3.221,11.200,306,326,3.55
2022-07-22 04:30:18,-58.4578056,-0.5587089,1.704,2.707,11.100,295,312,3.55
2022-07-22 04:52:09,-58.4592972,-0.5528152,2.240,3.016,11.200,324,310,3.55
2022-07-22 05:14:00,-58.4605904,-0.5480747,1.949,2.954,11.000,335,321,3.55
2022-07-22 05:35:51,-58.4621048,-0.5426076,1.876,2.875,10.700,320,316,3.55
2022-07-22 05:57:41,-58.4630089,-0.5384288,1.887,3.005,11.100,281,301,3.55
2022-07-22 06:19:32,-58.4637680,-0.5348763,2.206,2.689,11.400,302,328,3.55
2022-07-22 06:41:23,-58.4649925,-0.5308061,2.295,2.999,11.600,304,313,3.55
2022-07-22 07:03:13,-58.4662895,-0.5269652,2.147,2.934,11.300,267,289,3.55
2022-07-22 07:25:04,-58.4674301,-0.5235208,1.949,4.036,10.400,290,306,3.55
2022-07-22 07:46:55,-58.4692421,-0.5197225,2.031,3.243,11.000,271,290,3.55
2022-07-22 08:08:46,-58.4710159,-0.5170352,2.418,3.180,11.900,300,312,3.55
2022-07-22 08:30:36,-58.4728584,-0.5147882,2.166,3.553,11.600,295,308,3.55
2022-07-22 08:52:27,-58.4753647,-0.5124529,1.954,2.844,10.800,304,309,3.55
2022-07-22 09:14:18,-58.4773903,-0.5108081,2.216,2.802,11.000,284,299,3.55
2022-07-22 09:36:08,-58.4801979,-0.5091217,2.283,3.512,10.900,273,294,3.55
2022-07-22 09:57:59,-58.4824753,-0.5083513,2.090,3.087,10.700,309,325,3.53
2022-07-22 10:19:50,-58.4851913,-0.5078341,2.172,4.514,10.800,297,318,3.48
2022-07-22 10:41:41,-58.4892731,-0.5075785,2.385,3.319,10.600,296,308,3.54
2022-07-22 11:03:31,-58.4930115,-0.5080142,2.249,3.158,10.300,296,315,3.55
2022-07-22 11:25:22,-58.4971313,-0.5079145,2.304,3.031,10.200,292,319,3.55
2022-07-22 11:47:13,-58.5030861,-0.5073915,2.333,3.897,9.400,291,301,3.55
2022-07-22 12:09:03,-58.5078545,-0.5069856,2.380,4.158,9.500,297,318,3.55
2022-07-22 12:30:54,-58.5142708,-0.5068699,2.278,3.305,9.600,306,326,3.55
2022-07-22 12:52:45,-58.5194054,-0.5066110,2.525,3.389,9.400,319,318,3.55
2022-07-22 13:14:36,-58.5250435,-0.5065226,2.591,3.888,8.800,333,341,3.55
2022-07-22 13:36:26,-58.5325699,-0.5057975,2.814,3.986,8.500,294,339,3.55
2022-07-22 13:58:17,-58.5387192,-0.5040681,2.605,3.911,8.800,298,332,3.54
2022-07-22 14:20:08,-58.5449028,-0.5016992,3.097,4.993,8.300,287,329,3.54
2022-07-22 14:41:59,-58.5527306,-0.4981775,2.844,4.061,8.300,337,326,3.54
2022-07-22 15:03:49,-58.5591164,-0.4943609,3.135,5.078,8.400,355,333,3.55
2022-07-22 15:25:40,-58.5661240,-0.4891762,3.547,5.132,8.000,338,331,3.55
2022-07-22 15:47:31,-58.5719604,-0.4832245,3.216,4.991,8.300,355,339,3.55
2022-07-22 16:09:21,-58.5771408,-0.4762397,3.410,6.042,8.100,351,337,3.55
2022-07-22 16:31:12,-58.5837708,-0.4652370,4.174,6.359,8.300,341,332,3.55
2022-07-22 16:53:03,-58.5876732,-0.4557268,4.194,5.479,8.300,347,339,3.55
2022-07-22 17:14:54,-58.5912323,-0.4451697,3.676,5.910,8.100,346,341,3.55
2022-07-22 17:36:44,-58.5947189,-0.4322227,3.518,5.364,8.400,340,332,3.55
2022-07-22 17:58:35,-58.5972977,-0.4207157,3.595,5.461,8.400,337,321,3.55
2022-07-22 18:20:26,-58.5988655,-0.4084687,3.961,5.816,8.300,354,341,3.55
2022-07-22 18:42:16,-58.5995522,-0.3924473,4.003,5.425,8.600,346,334,3.55
2022-07-22 19:04:07,-58.5993423,-0.3808472,3.793,5.597,8.500,344,339,3.55
2022-07-22 19:25:58,-58.5990982,-0.3663985,3.956,6.171,8.600,345,328,3.55
2022-07-22 19:47:49,-58.5986061,-0.3556993,3.487,5.398,8.500,347,332,3.55
2022-07-22 20:09:39,-58.5977402,-0.3457977,3.910,5.366,8.900,336,333,3.55
2022-07-22 20:31:30,-58.5958786,-0.3334515,3.699,5.814,8.700,318,329,3.55
2022-07-22 20:53:21,-58.5942841,-0.3249972,4.023,5.422,9.000,335,328,3.55
2022-07-22 21:15:11,-58.5927429,-0.3172701,3.849,6.191,8.900,324,323,3.55
2022-07-22 21:37:02,-58.5909767,-0.3083276,3.718,5.643,8.700,337,329,3.55
2022-07-22 21:58:53,-58.5892792,-0.3020148,3.176,5.370,8.600,310,323,3.55
2022-07-22 22:20:44,-58.5872841,-0.2953988,3.334,4.922,8.700,349,325,3.55
2022-07-22 22:42:34,-58.5856590,-0.2911640,3.522,5.062,8.800,331,333,3.55
2022-07-22 23:04:25,-58.5844421,-0.2875957,3.792,5.273,9.000,327,315,3.55
2022-07-22 23:26:16,-58.5832634,-0.2831720,3.430,4.638,9.000,351,332,3.55
2022-07-22 23:48:07,-58.5826378,-0.2800119,3.485,4.732,9.300,347,338,3.55
2022-07-23 00:09:57,-58.5822334,-0.2767600,3.018,4.599,9.100,325,332,3.55
2022-07-23 00:31:48,-58.5822906,-0.2728469,2.983,4.719,8.900,352,339,3.55
2022-07-23 00:53:39,-58.5828094,-0.2695427,3.554,4.445,9.100,311,315,3.55
2022-07-23 01:15:29,-58.5837326,-0.2665469,3.047,4.163,9.700,336,330,3.55
2022-07-23 01:37:20,-58.5853043,-0.2622591,3.382,4.786,9.100,320,312,3.55
2022-07-23 01:59:11,-58.5872879,-0.2580548,3.059,4.718,9.200,314,316,3.55
2022-07-23 02:21:02,-58.5899086,-0.2518098,3.441,5.430,9.000,314,314,3.55
2022-07-23 02:42:52,-58.5919991,-0.2459631,3.502,5.489,8.800,307,315,3.55
2022-07-23 03:04:43,-58.5941582,-0.2406091,3.330,5.019,8.900,328,327,3.55
2022-07-23 03:26:34,-58.5974274,-0.2353977,3.510,6.079,8.800,343,329,3.56
2022-07-23 03:48:24,-58.6002350,-0.2309677,3.345,4.919,8.900,316,317,3.55
2022-07-23 04:10:15,-58.6027641,-0.2259408,3.438,5.386,9.000,289,313,3.55
2022-07-23 04:32:06,-58.6059189,-0.2175594,3.608,6.132,9.100,316,318,3.56
2022-07-23 04:53:57,-58.6083832,-0.2095575,3.388,5.136,9.100,293,306,3.55
2022-07-23 05:15:47,-58.6119499,-0.1993493,2.747,4.204,8.500,351,327,3.55
2022-07-23 05:37:38,-58.6148872,-0.1895897,3.431,5.056,9.000,305,313,3.55
2022-07-23 05:59:29,-58.6177483,-0.1791394,3.518,5.406,8.900,304,310,3.55
2022-07-23 06:21:19,-58.6209793,-0.1653200,3.436,5.010,8.800,297,303,3.55
2022-07-23 06:43:10,-58.6229553,-0.1548183,3.489,5.110,8.800,278,309,3.55
2022-07-23 07:05:01,-58.6246834,-0.1435358,3.220,5.045,8.600,295,308,3.56
2022-07-23 07:26:52,-58.6264648,-0.1289291,3.445,4.729,8.800,300,305,3.56
2022-07-23 07:48:42,-58.6275826,-0.1169705,3.523,5.668,8.800,301,302,3.56
2022-07-23 08:10:33,-58.6282043,-0.1037204,3.768,5.417,9.000,304,313,3.56
2022-07-23 08:32:24,-58.6289139,-0.0860403,3.901,6.230,8.800,298,301,3.56
2022-07-23 08:54:15,-58.6287804,-0.0728113,3.343,4.462,7.900,291,304,3.55
2022-07-23 09:16:05,-58.6276665,-0.0558209,3.382,5.214,8.400,284,301,3.55
2022-07-23 09:37:56,-58.6263809,-0.0418232,3.868,6.155,8.700,287,305,3.55
2022-07-23 09:59:47,-58.6247215,-0.0292734,3.504,5.892,8.500,278,301,3.55
2022-07-23 10:21:37,-58.6222382,-0.0134259,3.563,5.841,8.400,328,309,3.55
2022-07-23 10:43:28,-58.6200066,-0.0016965,4.291,7.286,8.800,302,309,3.55
2022-07-23 11:05:19,-58.6175499,0.0099910,3.490,5.655,8.500,308,309,3.56
2022-07-23 11:27:10,-58.6142960,0.0231322,4.153,5.750,8.500,283,306,3.55
2022-07-23 11:49:00,-58.6119232,0.0323876,3.950,6.209,8.500,298,303,3.55
2022-07-23 12:10:51,-58.6094666,0.0436692,3.906,6.437,8.400,265,298,3.56
2022-07-23 12:32:42,-58.6075249,0.0530824,4.666,7.048,9.000,297,308,3.56
2022-07-23 12:54:32,-58.6064453,0.0611218,4.318,6.573,8.700,290,300,3.56
2022-07-23 13:16:23,-58.6046333,0.0701862,4.240,6.507,8.600,305,308,3.55
2022-07-23 13:38:14,-58.6031418,0.0769420,4.190,6.072,8.700,323,307,3.56
2022-07-23 14:00:05,-58.6019630,0.0830821,4.362,6.084,8.900,309,300,3.56
2022-07-23 14:21:55,-58.6015625,0.0908567,4.540,6.216,9.100,288,299,3.56
2022-07-23 14:43:46,-58.6010933,0.0974282,4.573,6.935,9.300,289,301,3.56
2022-07-23 15:05:37,-58.6012306,0.1043749,3.882,5.255,8.800,292,303,3.56
2022-07-23 15:27:27,-58.6016846,0.1090665,4.232,6.155,8.900,309,306,3.55
2022-07-23 15:49:18,-58.6025352,0.1142749,4.598,6.321,9.300,291,299,3.55
2022-07-23 16:11:09,-58.6036491,0.1205690,3.875,6.519,9.100,294,300,3.56
2022-07-23 16:33:00,-58.6046906,0.1259726,4.395,6.592,9.400,284,304,3.56
2022-07-23 16:54:50,-58.6064644,0.1305294,4.892,7.578,9.700,281,302,3.55
2022-07-23 17:16:41,-58.6093636,0.1359300,4.870,7.633,9.700,278,297,3.55
2022-07-23 17:38:32,-58.6121788,0.1413441,4.539,7.397,9.400,303,300,3.56
2022-07-23 18:00:23,-58.6147270,0.1470865,4.587,5.770,9.800,272,284,3.56
2022-07-23 18:22:13,-58.6182861,0.1548690,4.287,8.352,9.600,275,289,3.56
2022-07-23 18:44:04,-58.6214066,0.1613022,4.360,7.094,9.500,268,285,3.56
2022-07-23 19:05:55,-58.6254730,0.1681330,4.906,6.905,10.000,270,285,3.56
2022-07-23 19:27:45,-58.6291313,0.1736285,4.191,7.027,9.000,278,292,3.56
2022-07-23 19:49:36,-58.6332207,0.1793581,4.998,8.132,9.900,274,287,3.55
2022-07-23 20:11:27,-58.6382217,0.1869433,4.498,6.351,9.400,276,293,3.56
2022-07-23 20:33:18,-58.6424446,0.1928408,5.255,8.688,9.800,276,292,3.56
2022-07-23 20:55:08,-58.6462097,0.1968784,4.764,6.594,9.200,278,294,3.56
2022-07-23 21:16:59,-58.6505737,0.2028241,5.078,6.490,9.500,276,294,3.56
2022-07-23 21:38:50,-58.6540489,0.2061491,4.590,6.751,9.200,285,298,3.56
2022-07-23 22:00:40,-58.6578369,0.2103330,4.466,6.798,9.400,281,293,3.56
2022-07-23 22:22:31,-58.6611061,0.2123667,5.024,7.054,9.600,284,298,3.56
2022-07-23 22:44:22,-58.6645699,0.2166989,5.188,8.030,9.400,280,298,3.55
2022-07-23 23:06:13,-58.6674805,0.2234419,5.075,6.395,10.100,275,290,3.56
2022-07-23 23:28:03,-58.6697197,0.2298108,4.808,7.312,9.600,282,298,3.56
2022-07-23 23:49:54,-58.6716232,0.2367947,4.686,7.064,9.400,289,303,3.56
2022-07-24 00:11:45,-58.6736450,0.2466167,5.465,7.500,9.800,278,297,3.56
2022-07-24 00:33:35,-58.6746635,0.2567387,4.751,6.899,9.600,282,302,3.55
2022-07-24 00:55:26,-58.6741943,0.2700229,4.738,6.330,9.100,297,314,3.56
2022-07-24 01:17:17,-58.6736946,0.2863577,5.147,7.642,9.500,295,307,3.56
2022-07-24 01:39:08,-58.6733551,0.2986026,5.003,7.420,9.100,294,311,3.55
2022-07-24 02:00:58,-58.6739845,0.3116207,5.284,6.399,9.300,297,305,3.55
2022-07-24 02:22:49,-58.6744003,0.3220867,4.725,6.376,8.500,318,315,3.55
2022-07-24 02:44:40,-58.6745033,0.3319865,4.568,6.834,8.800,310,307,3.56
2022-07-24 03:06:31,-58.6756592,0.3435757,5.068,6.385,9.000,307,304,3.56
2022-07-24 03:28:21,-58.6765633,0.3525232,4.797,6.214,8.800,301,306,3.56
2022-07-24 03:50:12,-58.6776466,0.3606930,5.051,7.591,9.400,292,303,3.56
2022-07-24 04:12:03,-58.6787567,0.3715833,4.916,7.922,8.700,318,313,3.56
2022-07-24 04:33:53,-58.6799889,0.3800209,4.846,7.209,8.900,309,310,3.56
2022-07-24 04:55:44,-58.6816254,0.3896698,4.712,6.576,8.900,310,307,3.56
2022-07-24 05:17:35,-58.6834030,0.3969544,4.909,6.950,9.300,293,301,3.56
2022-07-24 05:39:26,-58.6857224,0.4032840,4.899,8.761,9.400,297,306,3.56
2022-07-24 06:01:16,-58.6893005,0.4107746,4.867,7.496,9.000,307,305,3.56
2022-07-24 06:23:07,-58.6922951,0.4167499,4.921,7.454,9.300,299,309,3.55
2022-07-24 06:44:58,-58.6956940,0.4226500,5.378,8.517,9.600,293,302,3.55
2022-07-24 07:06:48,-58.6998062,0.4301716,4.849,6.780,9.200,302,302,3.56
2022-07-24 07:28:39,-58.7034683,0.4362775,5.354,6.712,9.900,307,302,3.55
2022-07-24 07:50:30,-58.7071991,0.4422219,5.029,7.042,9.300,295,301,3.56
2022-07-24 08:12:21,-58.7122955,0.4497378,4.983,6.933,9.200,291,302,3.56
2022-07-24 08:34:11,-58.7165642,0.4567682,5.093,7.305,9.100,285,304,3.56
2022-07-24 08:56:02,-58.7217140,0.4664459,5.026,7.325,9.500,291,301,3.56
2022-07-24 09:17:53,-58.7258682,0.4739258,4.949,7.634,8.800,299,308,3.56
2022-07-24 09:39:43,-58.7300110,0.4815665,4.701,9.936,8.900,310,303,3.55
2022-07-24 10:01:34,-58.7358780,0.4911936,5.446,7.434,9.300,308,306,3.55
2022-07-24 10:23:25,-58.7399216,0.5005191,5.067,8.613,9.000,304,305,3.55
2022-07-24 10:45:16,-58.7436600,0.5091580,5.464,7.436,9.400,308,311,3.56
2022-07-24 11:07:06,-58.7483253,0.5191255,5.306,8.983,9.000,311,309,3.56
2022-07-24 11:28:57,-58.7511215,0.5273421,4.654,7.388,8.700,307,305,3.56
2022-07-24 11:50:48,-58.7543488,0.5377636,5.487,7.866,9.100,310,305,3.56
2022-07-24 12:12:39,-58.7574959,0.5459349,5.664,8.426,9.300,299,300,3.56
2022-07-24 12:34:29,-58.7605438,0.5555586,5.658,10.718,9.400,310,303,3.56
2022-07-24 12:56:20,-58.7637520,0.5667941,4.796,7.405,8.900,290,304,3.56
2022-07-24 13:18:11,-58.7664452,0.5757858,5.587,8.731,9.400,292,301,3.56
2022-07-24 13:40:01,-58.7697029,0.5843892,5.310,6.997,9.100,288,302,3.56
2022-07-24 14:01:52,-58.7734604,0.5954469,5.271,7.226,9.500,313,302,3.56
