Time (UTC),Latitude,Longitude,Hm0 (m),Hmax_up (m),Tm01 (s),Pdirnaut (waves coming from deg),Meandir (waves coming from deg),Bat_voltageAvg
2022-07-24 04:27:06,-58.9962158,0.4538961,4.526,6.489,9.600,314,320,3.54
2022-07-24 04:48:57,-58.9977264,0.4590635,4.348,5.881,9.900,308,317,3.54
2022-07-24 05:10:47,-58.9996796,0.4657100,3.811,5.910,9.700,305,308,3.54
2022-07-24 05:32:38,-59.0018501,0.4716779,4.405,7.054,9.500,309,310,3.54
2022-07-24 05:54:29,-59.0045128,0.4770839,4.025,6.192,9.200,300,310,3.54
2022-07-24 06:16:20,-59.0072632,0.4820931,3.877,5.674,9.600,304,309,3.54
2022-07-24 06:38:10,-59.0100746,0.4857644,4.350,7.152,9.900,325,320,3.54
2022-07-24 07:00:01,-59.0140228,0.4908114,4.325,6.535,10.100,293,309,3.54
2022-07-24 07:21:52,-59.0181694,0.4962177,3.988,6.093,9.400,330,321,3.53
2022-07-24 07:43:42,-59.0221634,0.5018637,4.240,6.171,9.600,310,310,3.54
2022-07-24 08:05:33,-59.0262527,0.5079914,4.318,7.094,9.600,312,311,3.54
2022-07-24 08:27:24,-59.0303154,0.5140767,3.965,5.442,10.100,311,310,3.54
2022-07-24 08:49:15,-59.0345993,0.5209538,4.152,6.185,9.800,321,322,3.54
2022-07-24 09:11:05,-59.0388412,0.5304566,4.324,7.385,9.700,305,314,3.54
2022-07-24 09:32:56,-59.0426826,0.5402931,4.016,6.474,9.400,301,315,3.54
2022-07-24 09:54:47,-59.0465469,0.5497986,4.199,5.777,9.600,320,323,3.54
2022-07-24 10:16:38,-59.0501518,0.5582707,4.647,5.991,9.400,300,304,3.54
2022-07-24 10:38:28,-59.0537529,0.5679784,4.462,6.932,9.700,307,313,3.54
2022-07-24 11:00:19,-59.0569077,0.5772435,4.496,6.879,9.900,312,306,3.54
2022-07-24 11:22:10,-59.0593605,0.5909980,3.714,6.657,9.400,299,298,3.54
2022-07-24 14:35:23,-58.9753532,1.0191475,4.144,7.392,10.100,320,318,3.56
2022-07-24 14:57:13,-58.9745293,1.0308791,4.605,6.482,10.200,312,317,3.56
2022-07-24 15:19:04,-58.9740105,1.0417817,4.560,5.985,10.800,289,302,3.55
2022-07-24 15:40:55,-58.9733315,1.0524378,4.798,8.013,10.900,305,312,3.55
2022-07-24 16:02:46,-58.9728432,1.0631120,4.691,7.041,10.500,315,324,3.55
2022-07-24 16:24:36,-58.9719353,1.0748904,4.395,7.622,10.000,306,313,3.55
2022-07-24 16:46:27,-58.9711494,1.0845370,5.062,6.440,11.100,295,304,3.55
2022-07-24 17:08:18,-58.9704895,1.0930350,4.232,6.094,11.000,305,311,3.55
2022-07-24 17:30:08,-58.9706116,1.1010069,4.437,7.379,10.800,310,312,3.54
2022-07-24 17:51:59,-58.9702415,1.1085798,4.898,7.585,11.100,288,304,3.54
2022-07-24 18:13:50,-58.9693375,1.1158873,4.637,6.493,10.700,294,306,3.54
2022-07-24 18:35:41,-58.9686775,1.1225119,3.958,5.735,10.300,305,306,3.53
2022-07-24 18:57:31,-58.9686012,1.1278824,5.295,8.062,10.500,295,300,3.54
2022-07-24 19:19:22,-58.9693375,1.1331344,5.330,7.514,11.200,309,318,3.54
2022-07-24 19:41:13,-58.9697418,1.1399473,4.776,6.725,10.800,308,314,3.54
2022-07-24 20:03:04,-58.9696083,1.1465030,4.652,6.929,11.200,305,304,3.54
2022-07-24 20:24:54,-58.9689713,1.1523069,4.525,7.296,10.900,289,291,3.54
2022-07-24 20:46:45,-58.9686470,1.1577752,4.495,6.585,11.000,313,321,3.54
2022-07-24 21:08:36,-58.9684792,1.1630197,4.188,6.495,10.800,290,294,3.53
2022-07-24 21:30:26,-58.9677963,1.1698090,4.343,6.536,10.700,299,306,3.54
2022-07-24 21:52:17,-58.9668617,1.1769677,4.673,7.406,10.800,296,299,3.54
2022-07-24 22:14:08,-58.9657860,1.1837136,4.734,7.244,11.200,298,306,3.55
2022-07-24 22:35:59,-58.9637566,1.1921923,4.089,6.697,10.500,309,311,3.56
2022-07-24 22:57:49,-58.9623947,1.1985946,4.569,7.919,10.900,301,298,3.55
2022-07-24 23:19:40,-58.9608498,1.2067560,4.476,7.459,11.100,287,290,3.55
2022-07-24 23:41:31,-58.9590912,1.2149404,4.586,7.040,10.800,297,298,3.54
2022-07-25 00:03:21,-58.9574966,1.2235183,5.360,7.814,11.800,293,299,3.54
2022-07-25 00:25:12,-58.9564018,1.2325752,4.369,6.991,10.700,290,309,3.54
2022-07-25 00:47:03,-58.9552078,1.2425596,5.123,7.201,11.500,295,298,3.54
2022-07-25 01:08:54,-58.9534721,1.2521065,4.499,6.624,10.700,282,294,3.55
2022-07-25 01:30:44,-58.9519119,1.2598464,5.216,6.333,11.800,304,312,3.54
2022-07-25 01:52:35,-58.9509125,1.2677541,5.213,7.020,10.900,295,305,3.54
2022-07-25 02:14:26,-58.9501457,1.2767202,4.691,7.257,11.000,287,293,3.54
2022-07-25 02:36:16,-58.9498062,1.2856804,5.042,7.257,11.000,300,299,3.54
2022-07-25 02:58:07,-58.9489098,1.2957144,5.030,6.836,11.600,300,308,3.54
2022-07-25 03:19:58,-58.9483147,1.3065702,4.831,7.722,10.800,298,307,3.54
2022-07-25 03:41:49,-58.9481735,1.3149126,4.554,6.501,10.900,321,323,3.54
2022-07-25 04:03:39,-58.9485435,1.3228344,4.775,6.877,10.900,306,311,3.54
2022-07-25 04:25:30,-58.9481277,1.3314589,5.522,7.466,11.200,301,312,3.54
2022-07-25 04:47:21,-58.9472656,1.3408984,5.191,7.882,10.900,291,302,3.55
2022-07-25 05:09:12,-58.9467278,1.3496019,4.962,7.403,11.200,291,298,3.54
2022-07-25 05:31:02,-58.9463921,1.3585826,4.919,7.618,10.900,301,297,3.54
2022-07-25 05:52:53,-58.9457779,1.3672521,4.806,6.450,10.900,298,291,3.54
2022-07-25 06:14:44,-58.9452400,1.3757315,4.986,7.495,11.500,297,301,3.54
2022-07-25 06:36:34,-58.9445190,1.3850663,4.566,7.138,11.000,308,311,3.54
2022-07-25 06:58:25,-58.9435921,1.3939348,4.285,6.081,10.600,304,313,3.55
2022-07-25 07:20:16,-58.9426003,1.4021550,4.670,7.534,10.600,325,317,3.56
2022-07-25 07:42:07,-58.9415627,1.4126484,4.290,5.561,10.400,323,320,3.55
2022-07-25 08:03:57,-58.9404144,1.4217499,4.455,7.577,11.200,309,311,3.54
2022-07-25 08:25:48,-58.9390640,1.4315557,3.675,6.708,10.700,296,306,3.54
2022-07-25 08:47:39,-58.9378510,1.4401308,3.838,6.590,10.600,309,308,3.53
2022-07-25 09:09:29,-58.9364929,1.4482594,4.482,7.672,11.000,297,295,3.54
2022-07-25 09:31:20,-58.9352837,1.4552468,4.015,5.669,10.500,289,300,3.54
2022-07-25 09:53:11,-58.9342918,1.4614818,4.498,6.371,11.100,309,313,3.54
2022-07-25 10:15:02,-58.9333458,1.4669747,4.589,7.797,10.600,294,296,3.54
2022-07-25 10:36:52,-58.9328308,1.4712369,3.916,5.383,10.700,298,300,3.54
2022-07-25 10:58:43,-58.9322128,1.4742445,4.540,6.289,11.200,291,304,3.54
2022-07-25 11:20:34,-58.9300613,1.4769173,4.078,6.664,10.900,305,307,3.54
2022-07-25 11:42:24,-58.9271469,1.4789958,3.772,6.834,10.800,287,293,3.54
2022-07-25 12:04:15,-58.9239616,1.4800222,4.056,5.848,10.700,288,297,3.54
2022-07-25 12:26:06,-58.9208183,1.4804265,3.969,6.298,10.800,287,294,3.54
2022-07-25 12:47:57,-58.9175186,1.4804505,3.780,5.649,10.500,288,292,3.54
2022-07-25 13:09:47,-58.9143295,1.4801829,3.996,5.875,10.800,292,300,3.54
2022-07-25 13:31:38,-58.9112015,1.4790437,3.557,5.135,10.700,299,314,3.55
2022-07-25 13:53:29,-58.9080963,1.4770325,3.289,4.913,10.800,284,297,3.54
2022-07-25 14:15:20,-58.9049797,1.4745641,3.603,6.050,10.600,281,291,3.54
2022-07-25 14:37:10,-58.9021683,1.4716108,3.477,5.346,10.300,294,298,3.54
2022-07-25 14:59:01,-58.8991623,1.4677054,3.456,5.716,10.300,306,313,3.54
2022-07-25 15:20:52,-58.8963509,1.4635220,3.418,5.258,10.200,313,319,3.54
2022-07-25 15:42:42,-58.8936577,1.4591051,3.625,5.848,10.600,306,312,3.54
2022-07-25 16:04:33,-58.8906250,1.4543412,3.504,4.957,10.500,321,318,3.54
2022-07-25 16:26:24,-58.8876877,1.4500951,3.076,4.437,9.800,327,324,3.54
2022-07-25 16:48:15,-58.8841019,1.4458640,3.293,5.294,10.400,314,319,3.55
2022-07-25 17:10:05,-58.8799286,1.4421254,3.803,5.997,11.000,304,311,3.54
2022-07-25 17:31:56,-58.8749962,1.4379644,2.939,5.229,9.900,304,308,3.54
2022-07-25 17:53:47,-58.8706245,1.4345107,3.376,5.079,10.200,312,321,3.54
2022-07-25 18:15:37,-58.8664780,1.4311231,3.141,5.269,10.800,285,303,3.54
2022-07-25 18:37:28,-58.8618813,1.4281151,3.282,4.681,10.400,291,304,3.54
2022-07-25 18:59:19,-58.8578682,1.4254024,3.270,5.007,10.500,307,311,3.54
2022-07-25 19:21:10,-58.8537483,1.4211591,3.007,4.392,10.500,292,303,3.55
2022-07-25 19:43:00,-58.8500595,1.4175339,2.964,3.716,10.600,295,305,3.54
2022-07-25 20:04:51,-58.8463936,1.4146693,3.223,4.634,10.900,292,298,3.54
2022-07-25 20:26:42,-58.8427658,1.4123511,2.583,4.528,10.500,292,313,3.54
2022-07-25 20:48:32,-58.8387985,1.4108185,2.590,3.896,10.400,300,312,3.54
2022-07-25 21:10:23,-58.8347321,1.4091551,2.017,3.466,10.000,301,308,3.54
2022-07-25 21:32:14,-58.8302574,1.4071088,2.205,3.251,10.300,311,318,3.54
2022-07-25 21:54:05,-58.8260269,1.4059727,2.238,3.802,10.300,302,320,3.54
2022-07-25 22:15:55,-58.8205185,1.4036247,2.476,3.963,10.400,317,319,3.56
2022-07-25 22:37:46,-58.8156853,1.4015979,2.107,2.890,10.600,326,319,3.56
2022-07-25 22:59:37,-58.8108406,1.3987519,1.955,3.267,10.200,301,316,3.55
2022-07-25 23:21:28,-58.8059769,1.3959688,2.432,3.375,11.100,311,307,3.54
2022-07-25 23:43:18,-58.8018761,1.3939722,1.966,2.937,10.500,318,327,3.54
2022-07-26 00:05:09,-58.7978363,1.3919992,2.247,3.372,10.700,331,322,3.54
2022-07-26 00:27:00,-58.7936249,1.3906223,2.187,2.822,10.900,307,308,3.54
2022-07-26 00:48:50,-58.7890167,1.3890811,1.783,2.846,10.600,308,320,3.54
2022-07-26 01:10:41,-58.7849083,1.3885975,1.801,3.941,10.700,341,326,3.54
2022-07-26 01:32:32,-58.7803841,1.3881774,2.051,3.584,10.900,303,312,3.54
2022-07-26 01:54:23,-58.7754936,1.3877186,1.947,2.886,10.900,299,312,3.54
2022-07-26 02:16:13,-58.7710190,1.3866494,1.916,2.613,10.800,305,311,3.54
2022-07-26 02:38:04,-58.7667465,1.3849607,1.824,3.442,10.600,313,325,3.54
2022-07-26 02:59:55,-58.7629776,1.3830951,1.831,2.618,10.500,304,323,3.54
2022-07-26 03:21:45,-58.7592506,1.3812338,1.529,2.131,10.300,338,328,3.54
2022-07-26 03:43:36,-58.7560272,1.3799120,2.017,3.362,11.000,307,326,3.54
2022-07-26 04:05:27,-58.7525330,1.3785923,1.615,3.385,10.200,322,325,3.54
2022-07-26 04:27:18,-58.7492599,1.3769642,1.954,2.826,11.200,313,315,3.55
2022-07-26 04:49:08,-58.7465019,1.3754822,1.761,2.801,10.500,348,335,3.55
2022-07-26 05:10:59,-58.7433777,1.3742388,1.738,2.637,10.300,336,327,3.54
2022-07-26 05:32:50,-58.7407112,1.3731221,1.854,2.707,10.500,310,321,3.54
2022-07-26 05:54:40,-58.7384758,1.3719587,2.124,2.912,10.800,305,312,3.54
2022-07-26 06:16:31,-58.7364044,1.3707283,1.856,2.778,10.900,313,322,3.54
2022-07-26 06:38:22,-58.7347145,1.3697834,1.818,3.118,11.200,317,315,3.54
2022-07-26 07:00:13,-58.7332802,1.3690449,1.772,2.350,10.600,308,320,3.56
2022-07-26 07:22:03,-58.7311821,1.3681861,1.751,3.224,10.700,303,317,3.56
2022-07-26 07:43:54,-58.7292976,1.3682919,1.672,3.247,10.600,304,312,3.56
2022-07-26 08:05:45,-58.7272530,1.3690917,1.766,2.648,10.600,299,314,3.55
2022-07-26 08:27:36,-58.7253876,1.3693115,1.826,2.648,10.700,317,318,3.54
2022-07-26 08:49:26,-58.7235146,1.3692936,1.848,2.932,10.800,286,296,3.54
2022-07-26 09:11:17,-58.7220497,1.3694949,1.609,2.570,10.200,325,303,3.54
2022-07-26 09:33:08,-58.7206268,1.3699991,1.626,2.422,10.300,309,296,3.54
2022-07-26 09:54:58,-58.7196465,1.3706110,1.560,2.516,10.400,283,297,3.54
2022-07-26 10:16:49,-58.7186356,1.3717619,1.510,2.112,10.500,291,299,3.54
2022-07-26 10:38:40,-58.7177086,1.3727736,1.618,2.286,10.600,287,292,3.54
2022-07-26 11:00:31,-58.7168388,1.3740968,1.593,2.615,10.300,313,306,3.54
2022-07-26 11:22:21,-58.7164726,1.3756639,1.715,2.869,10.300,307,302,3.54
2022-07-26 11:44:12,-58.7157822,1.3770200,1.550,2.473,10.400,307,302,3.54
2022-07-26 12:06:03,-58.7147789,1.3777926,1.799,3.160,10.700,305,305,3.54
2022-07-26 12:27:53,-58.7137489,1.3786106,1.552,2.265,10.200,309,306,3.54
2022-07-26 12:49:44,-58.7127533,1.3788418,1.508,2.138,9.900,317,309,3.54
2022-07-26 13:11:35,-58.7118912,1.3788230,1.453,2.069,10.200,321,318,3.54
2022-07-26 13:33:26,-58.7112007,1.3789247,1.406,1.979,10.500,313,320,3.54
2022-07-26 13:55:16,-58.7105103,1.3791465,1.420,2.420,10.500,310,314,3.55
2022-07-26 14:17:07,-58.7096443,1.3790501,1.515,2.643,10.700,285,302,3.54
2022-07-26 14:38:58,-58.7089996,1.3777591,1.617,2.439,10.500,309,308,3.54
2022-07-26 15:00:48,-58.7086029,1.3762330,1.518,2.320,10.700,312,311,3.54
2022-07-26 15:22:39,-58.7083054,1.3745762,1.366,2.267,10.700,320,310,3.54
2022-07-26 15:44:30,-58.7083282,1.3727151,1.558,2.192,10.600,305,314,3.54
2022-07-26 16:06:21,-58.7087479,1.3712809,1.487,2.531,10.500,308,308,3.54
2022-07-26 16:28:11,-58.7097473,1.3708220,1.292,1.893,10.500,319,312,3.54
2022-07-26 16:50:02,-58.7095985,1.3737957,1.578,2.394,10.700,321,313,3.54
2022-07-26 17:11:53,-58.7087746,1.3781612,1.491,2.058,11.000,313,310,3.54
2022-07-26 17:33:44,-58.7079430,1.3827635,1.563,2.699,10.900,306,312,3.54
2022-07-26 17:55:34,-58.7070847,1.3878264,1.484,2.091,10.700,313,312,3.54
2022-07-26 18:17:25,-58.7063866,1.3933921,1.566,2.554,11.200,309,315,3.54
2022-07-26 18:39:16,-58.7056656,1.3987885,1.452,1.952,10.900,307,311,3.54
2022-07-26 19:01:06,-58.7048912,1.4053688,1.394,2.013,10.600,330,321,3.53
2022-07-26 19:22:57,-58.7037239,1.4109212,1.382,1.994,10.800,318,312,3.54
2022-07-26 19:44:48,-58.7014008,1.4134518,1.719,2.290,11.100,317,317,3.54
2022-07-26 20:06:39,-58.6990662,1.4136921,1.498,2.018,11.100,310,313,3.54
2022-07-26 20:28:29,-58.6973763,1.4133537,1.506,2.639,11.100,315,315,3.54
2022-07-26 20:50:20,-58.6961098,1.4133457,1.653,2.443,10.700,312,309,3.54
2022-07-26 21:12:11,-58.6952820,1.4131756,1.724,2.411,10.800,300,309,3.54
2022-07-26 21:34:01,-58.6945534,1.4124722,1.529,2.731,10.800,301,309,3.54
2022-07-26 21:55:52,-58.6939201,1.4116585,1.850,3.178,10.800,302,311,3.54
2022-07-26 22:17:43,-58.6937294,1.4105839,1.484,2.683,10.500,325,319,3.55
2022-07-26 22:39:34,-58.6934853,1.4091483,1.714,2.330,11.200,315,316,3.55
2022-07-26 23:01:24,-58.6927490,1.4070324,1.580,2.558,11.200,307,311,3.55
2022-07-26 23:23:15,-58.6917038,1.4050653,1.740,3.101,10.400,308,317,3.54
2022-07-26 23:45:06,-58.6905022,1.4032679,1.851,2.969,11.100,301,308,3.54
2022-07-27 00:06:56,-58.6893311,1.4023544,1.570,2.467,11.000,299,300,3.54
2022-07-27 00:28:47,-58.6876335,1.4020098,1.737,2.978,10.700,305,305,3.54
2022-07-27 00:50:38,-58.6859512,1.4008831,1.600,3.053,10.900,287,297,3.54
2022-07-27 01:12:29,-58.6842766,1.3992552,2.068,3.124,11.200,298,300,3.54
2022-07-27 01:34:19,-58.6829300,1.3978806,2.214,3.103,11.000,300,298,3.55
2022-07-27 01:56:10,-58.6817551,1.3966007,1.429,2.410,10.800,293,309,3.55
2022-07-27 02:18:01,-58.6810417,1.3958230,1.537,2.474,10.400,291,313,3.54
2022-07-27 02:39:52,-58.6802750,1.3947802,1.943,3.273,10.700,302,310,3.53
2022-07-27 03:01:42,-58.6796227,1.3930486,1.875,3.051,11.100,293,304,3.54
2022-07-27 03:23:33,-58.6791039,1.3912363,1.792,2.838,10.900,304,313,3.54
2022-07-27 03:45:24,-58.6786118,1.3892450,1.774,2.759,10.700,314,309,3.54
2022-07-27 04:07:14,-58.6783600,1.3871651,1.385,2.259,10.500,307,311,3.54
2022-07-27 04:29:05,-58.6784401,1.3850214,1.647,2.567,10.600,300,312,3.55
2022-07-27 04:50:56,-58.6788216,1.3827899,1.936,2.887,11.200,291,298,3.55
2022-07-27 05:12:47,-58.6791153,1.3805650,1.520,3.041,10.600,300,297,3.54
2022-07-27 05:34:37,-58.6792145,1.3785833,1.729,2.612,10.700,301,301,3.54
2022-07-27 05:56:28,-58.6794167,1.3770095,1.511,2.190,10.300,293,303,3.54
2022-07-27 06:18:19,-58.6800270,1.3751792,1.457,2.297,10.500,308,305,3.54
2022-07-27 06:40:09,-58.6809349,1.3732593,1.274,2.891,10.500,297,302,3.54
2022-07-27 07:02:00,-58.6822853,1.3709172,1.722,2.554,11.000,295,301,3.54
2022-07-27 07:23:51,-58.6843643,1.3690689,1.518,2.290,10.800,298,297,3.55
2022-07-27 07:45:42,-58.6865349,1.3681009,1.576,2.581,10.900,293,300,3.55
2022-07-27 08:07:32,-58.6884079,1.3675104,1.363,1.937,10.300,321,313,3.54
2022-07-27 08:29:23,-58.6901360,1.3674020,1.535,2.350,10.500,301,303,3.54
2022-07-27 08:51:14,-58.6918602,1.3679101,1.319,2.359,10.600,296,306,3.54
2022-07-27 09:13:04,-58.6936188,1.3686919,1.342,2.065,11.000,294,303,3.54
2022-07-27 09:34:55,-58.6953278,1.3689014,1.249,1.884,10.200,311,312,3.54
2022-07-27 09:56:46,-58.6968956,1.3688737,1.482,2.158,10.700,286,302,3.54
2022-07-27 10:18:37,-58.6986160,1.3695256,1.544,2.077,10.900,292,300,3.54
2022-07-27 10:40:27,-58.7005768,1.3702998,1.414,2.575,10.800,301,306,3.54
2022-07-27 11:02:18,-58.7027016,1.3712929,1.304,1.949,10.400,309,303,3.54
2022-07-27 11:24:09,-58.7046928,1.3722388,1.265,1.770,10.700,293,301,3.54
2022-07-27 11:46:00,-58.7067337,1.3734784,1.318,1.971,10.500,294,302,3.53
2022-07-27 12:07:50,-58.7087364,1.3750895,1.344,2.312,10.500,297,303,3.54
2022-07-27 12:29:41,-58.7108994,1.3767459,1.172,1.779,10.300,297,307,3.54
2022-07-27 12:51:32,-58.7131920,1.3779298,1.209,2.230,10.500,281,299,3.53
2022-07-27 13:13:22,-58.7157707,1.3790110,1.455,2.066,10.600,286,297,3.54
2022-07-27 13:35:13,-58.7182961,1.3803266,1.079,2.026,10.600,297,307,3.54
2022-07-27 13:57:04,-58.7209091,1.3817087,1.245,1.897,10.200,298,301,3.54
2022-07-27 14:18:55,-58.7232895,1.3834411,1.137,1.459,10.100,297,305,3.54
2022-07-27 14:40:45,-58.7250862,1.3851219,1.164,1.458,10.400,304,305,3.54
2022-07-27 15:02:36,-58.7270851,1.3868752,1.173,1.733,10.600,285,299,3.54
2022-07-27 15:24:27,-58.7289810,1.3881862,1.029,1.731,10.600,286,299,3.53
2022-07-27 15:46:17,-58.7302856,1.3895340,0.959,1.600,10.100,299,304,3.50
2022-07-27 16:08:08,-58.7313080,1.3915950,1.005,1.337,10.200,302,301,3.55
2022-07-27 16:29:59,-58.7319679,1.3930265,1.037,1.557,10.200,314,306,3.54
2022-07-27 16:51:50,-58.7324677,1.3935182,0.988,1.778,10.500,287,301,3.55
2022-07-27 17:13:40,-58.7327881,1.3938371,1.167,1.826,10.400,299,305,3.55
2022-07-27 17:35:31,-58.7336082,1.3939047,0.992,1.493,10.600,295,301,3.54
2022-07-27 17:57:22,-58.7348671,1.3935394,0.936,1.217,10.400,323,315,3.55
2022-07-27 18:19:12,-58.7365303,1.3926874,0.860,1.564,10.300,327,307,3.54
2022-07-27 18:41:03,-58.7389832,1.3918005,1.059,1.828,10.500,303,305,3.55
2022-07-27 19:02:54,-58.7416954,1.3919790,0.877,1.224,10.100,317,307,3.55
2022-07-27 19:24:45,-58.7447853,1.3929026,0.817,1.393,10.700,291,303,3.55
2022-07-27 19:46:35,-58.7477264,1.3941575,0.863,1.236,10.300,304,312,3.55
2022-07-27 20:08:26,-58.7507591,1.3955107,0.842,1.526,10.600,279,302,3.54
2022-07-27 20:30:17,-58.7539139,1.3973823,0.750,1.290,10.100,290,313,3.54
2022-07-27 20:52:08,-58.7566414,1.3991337,0.861,1.350,10.600,295,308,3.54
2022-07-27 21:13:58,-58.7591286,1.4004785,0.856,1.234,10.600,301,304,3.54
2022-07-27 21:35:49,-58.7614517,1.4015450,0.824,1.164,10.600,319,308,3.54
2022-07-27 21:57:40,-58.7635574,1.4022996,0.899,1.416,10.600,278,299,3.54
2022-07-27 22:19:30,-58.7656326,1.4028804,0.777,1.214,10.400,297,311,3.54
2022-07-27 22:41:21,-58.7679749,1.4043524,0.734,1.113,10.600,301,300,3.55
2022-07-27 23:03:12,-58.7708626,1.4064385,0.750,0.969,11.200,291,300,3.54
2022-07-27 23:25:03,-58.7741432,1.4087123,0.680,1.183,11.000,295,303,3.55
2022-07-27 23:46:53,-58.7770958,1.4113642,0.687,1.017,10.600,312,303,3.54
2022-07-28 00:08:44,-58.7801476,1.4144628,0.667,1.079,10.500,300,304,3.55
2022-07-28 00:30:35,-58.7830086,1.4173177,0.674,1.036,10.700,312,313,3.54
2022-07-28 00:52:25,-58.7862206,1.4202685,0.744,1.162,11.000,300,304,3.54
2022-07-28 01:14:16,-58.7893295,1.4231631,0.712,1.112,10.100,318,310,3.54
2022-07-28 01:36:07,-58.7922287,1.4263154,0.656,1.069,10.400,297,306,3.54
2022-07-28 01:57:58,-58.7948036,1.4298251,0.699,1.062,10.800,292,301,3.53
2022-07-28 02:19:48,-58.7972794,1.4336979,0.759,1.380,9.700,337,313,3.54
2022-07-28 02:41:39,-58.7997169,1.4376367,0.817,1.221,9.700,330,308,3.54
2022-07-28 03:03:30,-58.8019829,1.4410771,0.977,1.635,9.700,297,298,3.54
2022-07-28 03:25:20,-58.8041992,1.4448516,0.961,1.614,9.400,304,297,3.54
2022-07-28 03:47:11,-58.8059845,1.4478235,0.922,1.273,9.200,298,291,3.54
2022-07-28 04:09:02,-58.8074417,1.4498746,0.836,1.266,9.600,291,289,3.55
2022-07-28 04:30:53,-58.8088570,1.4513822,0.819,1.186,9.300,291,286,3.55
2022-07-28 04:52:43,-58.8104057,1.4519132,0.783,1.173,9.200,290,288,3.54
2022-07-28 05:14:34,-58.8120079,1.4519439,0.759,1.068,9.200,272,282,3.55
2022-07-28 05:36:25,-58.8136063,1.4517742,0.735,1.263,9.500,272,289,3.54
2022-07-28 05:58:16,-58.8155441,1.4512329,0.854,1.215,10.000,293,289,3.54
2022-07-28 06:20:06,-58.8179321,1.4502527,0.686,1.008,9.900,297,295,3.54
2022-07-28 06:41:57,-58.8204231,1.4487387,0.805,1.302,9.600,287,292,3.54
2022-07-28 07:03:48,-58.8230515,1.4467125,0.707,1.348,10.000,300,296,3.54
2022-07-28 07:25:38,-58.8260880,1.4445411,0.762,1.169,9.400,280,285,3.54
2022-07-28 07:47:29,-58.8290749,1.4424835,0.959,1.467,9.700,291,290,3.54
2022-07-28 08:09:20,-58.8326988,1.4400972,1.077,2.079,9.300,297,290,3.54
2022-07-28 08:31:11,-58.8363914,1.4382997,1.115,1.670,9.400,293,289,3.54
2022-07-28 08:53:01,-58.8400002,1.4382839,1.093,1.804,9.400,278,283,3.54
2022-07-28 09:14:52,-58.8436165,1.4402218,1.053,1.655,9.200,290,292,3.54
2022-07-28 09:36:43,-58.8463669,1.4425058,1.186,1.924,9.300,302,292,3.54
2022-07-28 09:58:33,-58.8489838,1.4441243,1.083,1.598,9.300,294,291,3.54
2022-07-28 10:20:24,-58.8522377,1.4453174,1.090,1.940,9.600,289,287,3.54
2022-07-28 10:42:15,-58.8551369,1.4464055,1.281,1.961,9.200,287,285,3.55
2022-07-28 11:04:06,-58.8578300,1.4476227,1.069,1.681,9.900,279,284,3.54
2022-07-28 11:25:56,-58.8606911,1.4494209,1.013,1.442,10.100,278,280,3.54
2022-07-28 11:47:47,-58.8634834,1.4516273,1.213,1.744,9.900,279,279,3.55
2022-07-28 12:09:38,-58.8662224,1.4537754,1.204,1.748,10.200,279,278,3.54
2022-07-28 12:31:28,-58.8689728,1.4558471,1.278,1.493,10.400,287,278,3.54
2022-07-28 12:53:19,-58.8718910,1.4579036,1.009,1.601,11.100,260,275,3.55
2022-07-28 13:15:10,-58.8746643,1.4597420,1.021,1.406,10.600,279,274,3.55
2022-07-28 13:37:01,-58.8774223,1.4618490,1.119,1.368,10.300,278,276,3.53
2022-07-28 13:58:51,-58.8799095,1.4642391,1.121,1.925,10.800,275,275,3.54
2022-07-28 14:20:42,-58.8823624,1.4666209,1.217,1.664,10.500,284,279,3.55
2022-07-28 14:42:33,-58.8846970,1.4685895,1.023,2.061,11.100,268,278,3.54
2022-07-28 15:04:24,-58.8871117,1.4702071,1.280,1.702,10.600,270,279,3.54
2022-07-28 15:26:14,-58.8896141,1.4713018,1.097,2.151,10.900,263,278,3.54
2022-07-28 15:48:05,-58.8920975,1.4722235,1.205,2.211,10.800,269,280,3.54
2022-07-28 16:09:56,-58.8939247,1.4732209,1.306,1.656,10.600,280,283,3.55
2022-07-28 16:31:46,-58.8955460,1.4740484,1.173,1.874,10.500,295,284,3.55
2022-07-28 16:53:37,-58.8971024,1.4746937,1.391,2.215,10.900,292,281,3.54
2022-07-28 17:15:28,-58.8984566,1.4749897,1.250,1.941,10.000,289,285,3.55
2022-07-28 17:37:19,-58.8995781,1.4754939,1.498,2.078,10.700,278,287,3.53
2022-07-28 17:59:09,-58.9005241,1.4758470,1.545,2.985,10.300,289,282,3.54
2022-07-28 18:21:00,-58.9013176,1.4761953,1.536,2.734,10.700,284,287,3.54
2022-07-28 18:42:51,-58.9021187,1.4766662,1.458,2.372,10.300,274,286,3.54
2022-07-28 19:04:41,-58.9027977,1.4769601,1.546,2.731,10.000,299,293,3.55
2022-07-28 19:26:32,-58.9035187,1.4766483,1.441,2.249,10.100,301,290,3.54
2022-07-28 19:48:23,-58.9042892,1.4753221,1.354,2.071,10.000,287,287,3.55
2022-07-28 20:10:14,-58.9050446,1.4737200,1.366,1.828,10.100,311,291,3.54
2022-07-28 20:32:04,-58.9057999,1.4721156,1.536,2.354,10.200,297,292,3.54
2022-07-28 20:53:55,-58.9067154,1.4704020,1.571,2.511,10.200,266,284,3.54
