Time (UTC),Latitude,Longitude,Hm0 (m),Hmax_up (m),Tm01 (s),Pdirnaut (waves coming from deg),Meandir (waves coming from deg),Bat_voltageAvg
2022-07-20 21:04:49,-58.5303993,-0.7856499,1.110,1.859,15.500,287,291,3.54
2022-07-20 21:26:40,-58.5312500,-0.7832240,1.019,1.990,15.600,295,297,3.54
2022-07-20 21:48:30,-58.5323067,-0.7805483,1.071,1.450,15.100,293,295,3.54
2022-07-20 22:10:21,-58.5330238,-0.7782092,1.125,1.728,15.400,301,302,3.54
2022-07-20 22:32:12,-58.5335884,-0.7757705,1.104,1.357,16.100,302,305,3.53
2022-07-20 22:54:03,-58.5340080,-0.7731539,1.240,1.516,15.000,295,299,3.54
2022-07-20 23:15:53,-58.5342407,-0.7707113,1.297,1.834,15.200,304,306,3.54
2022-07-20 23:37:44,-58.5343056,-0.7681105,1.285,1.444,15.200,302,301,3.54
2022-07-20 23:59:35,-58.5342026,-0.7653359,1.521,1.969,15.900,295,298,3.54
2022-07-21 00:21:26,-58.5339012,-0.7626183,1.277,1.647,15.400,301,301,3.54
2022-07-21 00:43:16,-58.5334702,-0.7603242,1.281,1.761,14.900,297,298,3.54
2022-07-21 01:05:07,-58.5328636,-0.7582929,1.510,2.109,15.300,290,294,3.54
2022-07-21 01:26:58,-58.5320206,-0.7568931,1.477,1.986,15.500,299,298,3.54
2022-07-21 01:48:48,-58.5309258,-0.7565382,1.574,2.376,15.300,297,297,3.54
2022-07-21 02:10:39,-58.5298386,-0.7567505,1.415,2.170,15.000,296,297,3.53
2022-07-21 02:32:30,-58.5290756,-0.7568257,1.610,1.919,15.100,289,291,3.53
2022-07-21 02:54:21,-58.5285301,-0.7565925,1.545,2.317,15.000,290,291,3.54
2022-07-21 03:16:11,-58.5280075,-0.7566218,1.110,2.057,14.600,283,287,3.54
2022-07-21 03:38:02,-58.5278473,-0.7564112,1.696,2.635,15.100,293,292,3.54
2022-07-21 03:59:53,-58.5277443,-0.7566222,2.127,2.698,14.700,284,285,3.54
2022-07-21 04:21:43,-58.5279732,-0.7571560,1.692,2.898,14.600,268,272,3.53
2022-07-21 04:43:34,-58.5280075,-0.7591360,1.196,2.738,14.000,275,280,3.54
2022-07-21 05:05:25,-58.5282898,-0.7610657,1.477,2.339,14.400,276,276,3.53
2022-07-21 05:27:16,-58.5287666,-0.7636749,1.601,2.293,14.100,274,276,3.54
2022-07-21 05:49:06,-58.5296249,-0.7666490,1.797,2.581,14.200,299,302,3.53
2022-07-21 06:10:57,-58.5308876,-0.7688253,2.275,3.084,14.600,307,311,3.54
2022-07-21 06:32:48,-58.5323410,-0.7706087,2.144,2.625,14.800,306,307,3.54
2022-07-21 06:54:38,-58.5344048,-0.7716297,1.561,3.052,14.300,312,314,3.54
2022-07-21 07:16:29,-58.5365105,-0.7721659,1.458,2.292,13.900,309,312,3.54
2022-07-21 07:38:20,-58.5384254,-0.7727763,1.825,2.593,13.900,315,315,3.53
2022-07-21 08:00:11,-58.5405769,-0.7733047,2.026,2.402,14.500,311,313,3.54
2022-07-21 08:22:01,-58.5427513,-0.7735791,2.098,2.716,14.200,317,318,3.54
2022-07-21 08:43:52,-58.5448074,-0.7731990,1.994,3.135,14.500,315,316,3.54
2022-07-21 09:05:43,-58.5468483,-0.7728002,1.856,2.593,13.900,308,313,3.54
2022-07-21 09:27:34,-58.5490303,-0.7728164,1.602,2.680,13.700,307,315,3.54
2022-07-21 09:49:24,-58.5512009,-0.7725129,1.936,2.248,14.200,303,303,3.54
2022-07-21 10:11:15,-58.5531769,-0.7716500,1.624,2.363,13.800,292,298,3.54
2022-07-21 10:33:06,-58.5552750,-0.7704003,1.943,3.111,13.800,300,307,3.54
2022-07-21 10:54:56,-58.5576324,-0.7685752,1.598,2.433,13.700,317,320,3.54
2022-07-21 11:16:47,-58.5597687,-0.7665726,1.590,2.451,13.700,311,312,3.54
2022-07-21 11:38:38,-58.5620689,-0.7647935,1.764,2.910,13.900,309,310,3.53
2022-07-21 12:00:29,-58.5647507,-0.7635639,1.867,2.591,13.700,293,299,3.54
2022-07-21 12:22:19,-58.5675392,-0.7620071,2.012,2.653,13.900,311,318,3.54
2022-07-21 12:44:10,-58.5703621,-0.7587171,1.565,2.438,13.500,321,320,3.54
2022-07-21 13:06:01,-58.5730362,-0.7545109,1.636,2.336,13.600,317,318,3.54
2022-07-21 13:27:51,-58.5757523,-0.7494868,1.371,1.994,13.000,327,323,3.53
2022-07-21 13:49:42,-58.5784721,-0.7441141,1.607,2.537,13.800,268,274,3.52
2022-07-21 14:11:33,-58.5808563,-0.7391149,1.779,3.282,14.200,272,278,3.54
2022-07-21 14:33:24,-58.5829239,-0.7348454,1.434,2.063,13.500,298,304,3.54
2022-07-21 14:55:14,-58.5846863,-0.7313372,1.663,2.223,12.900,313,325,3.54
2022-07-21 15:17:05,-58.5866547,-0.7275494,1.794,3.055,13.200,303,311,3.54
2022-07-21 15:38:56,-58.5886841,-0.7239383,1.847,2.666,12.900,317,320,3.54
2022-07-21 16:00:46,-58.5907440,-0.7205583,1.580,2.411,12.200,323,323,3.54
2022-07-21 16:22:37,-58.5929871,-0.7171426,1.726,2.771,12.900,334,317,3.54
2022-07-21 16:44:28,-58.5953484,-0.7131627,1.619,2.567,13.100,305,311,3.53
2022-07-21 17:06:19,-58.5975494,-0.7090652,1.482,2.887,12.500,319,302,3.54
2022-07-21 17:28:09,-58.5997696,-0.7042546,2.007,2.664,12.500,317,329,3.54
2022-07-21 17:50:00,-58.6020737,-0.6992401,2.063,3.092,12.800,304,323,3.54
2022-07-21 18:11:51,-58.6045380,-0.6944430,1.661,3.199,12.600,336,324,3.54
2022-07-21 18:33:42,-58.6065788,-0.6903314,1.809,2.352,13.100,310,319,3.54
2022-07-21 18:55:32,-58.6088257,-0.6858184,1.755,2.725,12.700,300,322,3.54
2022-07-21 19:17:23,-58.6111488,-0.6814634,1.787,2.866,12.600,311,321,3.54
2022-07-21 19:39:14,-58.6135178,-0.6772755,1.891,3.358,12.500,340,329,3.54
2022-07-21 20:01:04,-58.6161613,-0.6726988,2.096,3.503,12.600,305,317,3.54
2022-07-21 20:22:55,-58.6188660,-0.6683824,2.090,2.832,12.600,297,315,3.54
2022-07-21 20:44:46,-58.6217613,-0.6642192,1.985,2.452,12.800,303,318,3.54
2022-07-21 21:06:37,-58.6243629,-0.6600718,1.608,2.776,11.900,337,316,3.54
2022-07-21 21:28:27,-58.6271248,-0.6557205,1.765,2.737,12.200,325,319,3.54
2022-07-21 21:50:18,-58.6296082,-0.6515548,1.729,3.913,12.400,300,317,3.54
2022-07-21 22:12:09,-58.6326218,-0.6468118,2.150,3.649,11.900,325,307,3.54
2022-07-21 22:33:59,-58.6351814,-0.6425643,1.559,3.384,12.100,305,317,3.54
2022-07-21 22:55:50,-58.6379890,-0.6374642,1.795,2.796,12.100,334,323,3.54
2022-07-21 23:17:41,-58.6403961,-0.6321100,2.028,2.541,11.800,308,296,3.54
2022-07-21 23:39:32,-58.6430511,-0.6268671,1.761,2.934,12.400,269,288,3.54
2022-07-22 00:01:22,-58.6458511,-0.6212895,1.884,3.768,12.100,327,315,3.54
2022-07-22 00:23:13,-58.6485748,-0.6157814,1.749,3.324,12.200,300,313,3.54
2022-07-22 00:45:04,-58.6518517,-0.6094448,1.636,3.286,12.500,290,301,3.54
2022-07-22 01:06:54,-58.6557388,-0.6014294,1.982,2.749,12.500,286,300,3.55
2022-07-22 01:28:45,-58.6586227,-0.5938524,2.019,2.316,12.100,302,314,3.55
2022-07-22 01:50:36,-58.6613998,-0.5852167,1.929,2.965,12.300,297,310,3.55
2022-07-22 02:12:27,-58.6639862,-0.5777633,1.926,2.644,12.800,284,291,3.54
2022-07-22 02:34:17,-58.6666183,-0.5703801,1.722,2.197,11.900,331,321,3.54
2022-07-22 02:56:08,-58.6693039,-0.5627780,1.949,2.735,12.300,287,309,3.55
2022-07-22 03:17:59,-58.6716423,-0.5550464,1.952,3.086,11.800,326,316,3.54
2022-07-22 03:39:50,-58.6739120,-0.5474756,1.706,2.487,12.300,286,297,3.54
2022-07-22 04:01:40,-58.6763191,-0.5396617,1.640,2.184,12.000,324,304,3.54
2022-07-22 04:23:31,-58.6783028,-0.5315073,1.769,2.801,12.300,284,301,3.54
2022-07-22 04:45:22,-58.6805954,-0.5219047,1.705,2.318,12.000,307,301,3.55
2022-07-22 05:07:12,-58.6827507,-0.5139382,1.974,2.826,12.700,287,293,3.55
2022-07-22 05:29:03,-58.6849098,-0.5052366,1.766,3.342,12.400,293,311,3.55
2022-07-22 05:50:54,-58.6870155,-0.4971028,1.574,2.303,11.600,321,320,3.54
2022-07-22 06:12:45,-58.6887093,-0.4890222,2.013,2.653,11.800,314,308,3.54
2022-07-22 06:34:35,-58.6901360,-0.4813180,2.000,2.618,11.900,323,312,3.54
2022-07-22 06:56:26,-58.6914291,-0.4743980,1.661,2.721,12.000,317,301,3.54
2022-07-22 07:18:17,-58.6930351,-0.4683518,1.825,2.546,11.600,336,322,3.55
2022-07-22 07:40:07,-58.6948280,-0.4621092,1.522,2.249,11.800,332,317,3.56
2022-07-22 08:01:58,-58.6974449,-0.4545431,1.673,2.228,11.400,306,306,3.55
2022-07-22 08:23:49,-58.6998672,-0.4489000,1.698,2.043,11.200,317,311,3.55
2022-07-22 08:45:40,-58.7025299,-0.4435146,1.656,2.720,11.500,284,296,3.54
2022-07-22 09:07:30,-58.7053108,-0.4380987,1.808,2.489,12.300,297,307,3.54
2022-07-22 09:29:21,-58.7079926,-0.4330900,1.488,1.963,12.200,308,314,3.54
2022-07-22 09:51:12,-58.7106285,-0.4280259,1.895,2.641,11.600,288,300,3.54
2022-07-22 10:13:02,-58.7135506,-0.4226783,1.704,2.555,11.300,334,321,3.54
2022-07-22 10:34:53,-58.7168121,-0.4175925,1.615,2.926,12.000,301,315,3.54
2022-07-22 10:56:44,-58.7205124,-0.4128382,1.879,3.019,11.900,308,306,3.54
2022-07-22 11:18:35,-58.7247353,-0.4085908,1.719,2.760,11.700,321,320,3.54
2022-07-22 11:40:25,-58.7289848,-0.4038787,1.654,2.527,11.800,300,309,3.54
2022-07-22 12:02:16,-58.7330704,-0.3991585,1.602,2.783,11.600,298,315,3.54
2022-07-22 12:24:07,-58.7377548,-0.3941773,1.535,2.671,11.300,287,303,3.54
2022-07-22 12:45:58,-58.7428474,-0.3894401,1.686,2.505,11.100,289,307,3.54
2022-07-22 13:07:48,-58.7483978,-0.3850232,1.633,2.628,11.100,311,325,3.54
2022-07-22 13:29:39,-58.7546501,-0.3804498,1.561,2.284,10.600,333,324,3.54
2022-07-22 13:51:30,-58.7614326,-0.3751983,1.499,2.179,10.100,291,315,3.54
2022-07-22 14:13:20,-58.7683907,-0.3696361,1.655,1.998,10.600,337,317,3.54
2022-07-22 14:35:11,-58.7757378,-0.3634958,1.594,2.924,10.100,311,327,3.54
2022-07-22 14:57:02,-58.7834053,-0.3563652,1.928,2.776,10.300,320,329,3.54
2022-07-22 15:18:53,-58.7909393,-0.3472156,2.009,3.086,10.400,313,324,3.54
2022-07-22 15:40:43,-58.7986565,-0.3362236,1.884,2.587,9.600,343,327,3.54
2022-07-22 16:02:34,-58.8053894,-0.3243063,2.112,3.051,9.100,350,334,3.54
2022-07-22 16:24:25,-58.8111687,-0.3110567,2.636,3.940,8.500,339,334,3.54
2022-07-22 16:46:15,-58.8160248,-0.2972467,2.774,4.515,8.700,336,326,3.54
2022-07-22 17:08:06,-58.8197136,-0.2831278,3.019,5.051,8.800,349,336,3.54
2022-07-22 17:29:57,-58.8228607,-0.2685455,2.711,3.911,8.600,348,336,3.54
2022-07-22 17:51:48,-58.8251343,-0.2541899,2.991,4.077,8.900,325,316,3.54
2022-07-22 18:13:38,-58.8267822,-0.2405565,3.167,4.589,8.900,345,329,3.54
2022-07-22 18:35:29,-58.8278542,-0.2271393,3.022,4.676,8.800,326,323,3.54
2022-07-22 18:57:20,-58.8285103,-0.2128868,2.980,4.608,9.100,339,333,3.54
2022-07-22 19:19:10,-58.8285065,-0.2009849,3.186,4.322,8.900,333,321,3.54
2022-07-22 19:41:01,-58.8275909,-0.1892187,3.217,5.381,9.000,338,325,3.54
2022-07-22 20:02:52,-58.8263092,-0.1781777,2.954,5.214,8.900,340,329,3.54
2022-07-22 20:24:43,-58.8252792,-0.1685047,3.026,5.342,8.900,337,321,3.54
2022-07-22 20:46:33,-58.8246346,-0.1590961,3.130,4.592,9.100,325,333,3.54
2022-07-22 21:08:24,-58.8242493,-0.1503653,3.110,4.670,9.200,348,329,3.54
2022-07-22 21:30:15,-58.8235474,-0.1417872,2.934,4.282,9.200,336,323,3.54
2022-07-22 21:52:06,-58.8224449,-0.1326353,2.699,4.786,9.300,304,322,3.54
2022-07-22 22:13:56,-58.8212242,-0.1253272,2.947,5.041,8.800,344,337,3.54
2022-07-22 22:35:47,-58.8200569,-0.1190004,3.264,5.396,9.100,340,330,3.55
2022-07-22 22:57:38,-58.8196526,-0.1141276,3.128,4.401,9.400,321,322,3.56
2022-07-22 23:19:28,-58.8200073,-0.1093846,3.074,4.648,9.100,338,324,3.54
2022-07-22 23:41:19,-58.8213005,-0.1037249,3.082,4.938,9.200,326,319,3.54
2022-07-23 00:03:10,-58.8226128,-0.0979814,3.293,4.259,9.400,359,345,3.54
2022-07-23 00:25:01,-58.8242607,-0.0925053,2.867,4.350,9.500,339,332,3.53
2022-07-23 00:46:51,-58.8259315,-0.0869257,2.429,4.619,9.400,314,321,3.54
2022-07-23 01:08:42,-58.8276863,-0.0809364,2.777,4.638,9.200,330,324,3.53
2022-07-23 01:30:33,-58.8297997,-0.0748211,3.217,5.893,9.200,329,333,3.55
2022-07-23 01:52:23,-58.8319359,-0.0685966,3.149,4.384,9.400,306,316,3.55
2022-07-23 02:14:14,-58.8341637,-0.0617581,2.630,4.261,8.900,332,316,3.55
2022-07-23 02:36:05,-58.8367920,-0.0536062,2.811,3.807,9.200,307,324,3.54
2022-07-23 02:57:56,-58.8393326,-0.0452007,2.646,5.589,9.300,325,334,3.54
2022-07-23 03:19:46,-58.8414574,-0.0373546,3.034,4.960,9.200,317,321,3.54
2022-07-23 03:41:37,-58.8438797,-0.0302538,2.970,4.423,9.000,334,325,3.54
2022-07-23 04:03:28,-58.8464622,-0.0223665,2.938,4.590,9.400,304,316,3.54
2022-07-23 04:25:18,-58.8492432,-0.0147517,3.104,4.863,9.200,318,318,3.54
2022-07-23 04:47:09,-58.8523598,-0.0065486,2.603,4.774,8.800,329,329,3.54
2022-07-23 05:09:00,-58.8556366,0.0022870,2.978,4.616,9.100,324,322,3.54
2022-07-23 05:30:51,-58.8584328,0.0119188,2.864,4.515,8.600,322,316,3.54
2022-07-23 05:52:41,-58.8608398,0.0220954,3.180,5.550,9.100,320,316,3.54
2022-07-23 06:14:32,-58.8626289,0.0322754,3.038,4.491,8.800,320,318,3.54
2022-07-23 06:36:23,-58.8639984,0.0422183,3.087,4.728,8.800,336,329,3.54
2022-07-23 06:58:14,-58.8652344,0.0516181,2.988,4.690,8.800,332,316,3.55
2022-07-23 07:20:04,-58.8666496,0.0607790,2.984,5.096,8.800,300,313,3.56
2022-07-23 07:41:55,-58.8686790,0.0725325,3.046,4.080,8.800,327,318,3.56
2022-07-23 08:03:46,-58.8703804,0.0824334,3.202,4.327,8.700,337,328,3.56
2022-07-23 08:25:36,-58.8720322,0.0927244,3.659,5.911,9.100,311,325,3.54
2022-07-23 08:47:27,-58.8732033,0.1021843,3.125,4.163,8.600,337,320,3.54
2022-07-23 09:09:18,-58.8743629,0.1121083,2.891,4.945,8.900,314,311,3.54
2022-07-23 09:31:09,-58.8754158,0.1213346,3.682,5.889,8.800,338,323,3.54
2022-07-23 09:52:59,-58.8760643,0.1314434,3.146,4.837,8.700,296,309,3.54
2022-07-23 10:14:50,-58.8767166,0.1410690,2.975,4.789,8.500,287,307,3.54
2022-07-23 10:36:41,-58.8777008,0.1507879,3.557,5.694,8.800,317,319,3.54
2022-07-23 10:58:31,-58.8790016,0.1612562,3.260,4.554,8.900,300,301,3.54
2022-07-23 11:20:22,-58.8801994,0.1703330,3.415,5.761,8.800,304,306,3.54
2022-07-23 11:42:13,-58.8814468,0.1790010,3.337,4.577,8.800,294,304,3.54
2022-07-23 12:04:04,-58.8825150,0.1871444,3.506,6.717,8.800,311,307,3.55
2022-07-23 12:25:54,-58.8837166,0.1959498,3.613,5.745,8.800,309,303,3.55
2022-07-23 12:47:45,-58.8846893,0.2041018,3.660,5.947,8.700,319,322,3.54
2022-07-23 13:09:36,-58.8853569,0.2121903,3.909,5.043,8.900,322,305,3.54
2022-07-23 13:31:26,-58.8859444,0.2196033,3.811,5.588,9.000,318,309,3.54
2022-07-23 13:53:17,-58.8867264,0.2263771,3.502,6.043,9.100,310,321,3.53
2022-07-23 14:15:08,-58.8879433,0.2325012,3.578,5.806,9.100,289,303,3.53
2022-07-23 14:36:59,-58.8894920,0.2388253,3.991,5.171,9.400,301,306,3.55
2022-07-23 14:58:49,-58.8913460,0.2442887,3.743,5.973,9.600,279,295,3.54
2022-07-23 15:20:40,-58.8934402,0.2502378,3.764,5.295,9.700,304,311,3.54
2022-07-23 15:42:31,-58.8960075,0.2555248,3.850,5.493,9.300,308,319,3.54
2022-07-23 16:04:22,-58.8985481,0.2599674,3.669,4.934,9.300,322,318,3.54
2022-07-23 16:26:12,-58.9012985,0.2641445,3.704,5.890,9.700,304,298,3.54
2022-07-23 16:48:03,-58.9045830,0.2689727,3.667,5.874,9.200,334,325,3.54
2022-07-23 17:09:54,-58.9078789,0.2730789,3.664,6.033,9.400,314,310,3.55
2022-07-23 17:31:44,-58.9122314,0.2781947,3.739,5.144,9.700,310,304,3.55
2022-07-23 17:53:35,-58.9159164,0.2824295,3.846,5.452,9.500,299,310,3.54
2022-07-23 18:15:26,-58.9200592,0.2870493,4.225,5.722,10.300,313,315,3.54
2022-07-23 18:37:17,-58.9242058,0.2916373,3.803,5.288,9.500,300,313,3.54
2022-07-23 18:59:07,-58.9281158,0.2956877,3.585,5.146,9.500,320,328,3.55
2022-07-23 19:20:58,-58.9328384,0.3002864,3.621,5.622,9.400,287,302,3.55
2022-07-23 19:42:49,-58.9379387,0.3045547,3.726,6.128,9.600,308,319,3.54
2022-07-23 20:04:39,-58.9430656,0.3093021,3.567,5.502,9.400,313,323,3.54
2022-07-23 20:26:30,-58.9487152,0.3142488,3.575,4.937,9.900,300,311,3.54
2022-07-23 20:48:21,-58.9540596,0.3196643,4.262,5.518,9.800,313,318,3.54
2022-07-23 21:10:12,-58.9587784,0.3241437,4.024,5.410,9.800,304,317,3.54
2022-07-23 21:32:02,-58.9635887,0.3280969,4.370,7.007,9.900,297,319,3.54
2022-07-23 21:53:53,-58.9680061,0.3312352,4.136,6.496,9.600,305,318,3.54
2022-07-23 22:15:44,-58.9724159,0.3333165,4.066,6.499,9.900,292,304,3.55
2022-07-23 22:37:34,-58.9774475,0.3355573,3.641,5.279,9.500,303,320,3.56
2022-07-23 22:59:25,-58.9814339,0.3373361,4.216,6.630,10.000,302,317,3.56
2022-07-23 23:21:16,-58.9849930,0.3406696,3.806,5.389,9.400,301,312,3.55
2022-07-23 23:43:07,-58.9877892,0.3459379,4.127,6.751,10.000,291,304,3.54
2022-07-24 00:04:57,-58.9901123,0.3511308,4.054,5.206,9.600,320,325,3.54
2022-07-24 00:26:48,-58.9922485,0.3564788,3.880,5.988,9.600,299,313,3.54
2022-07-24 00:48:39,-58.9942474,0.3636681,4.782,6.909,10.400,296,308,3.54
2022-07-24 01:10:30,-58.9953918,0.3737910,4.093,5.928,10.600,301,305,3.54
2022-07-24 01:32:20,-58.9950638,0.3864220,4.020,6.400,10.100,303,317,3.53
2022-07-24 01:54:11,-58.9944267,0.3980303,4.458,5.871,10.000,319,320,3.54
2022-07-24 02:16:02,-58.9940796,0.4094626,4.349,6.821,10.300,302,306,3.54
2022-07-24 02:37:52,-58.9940147,0.4199093,3.653,7.087,9.500,293,302,3.54
2022-07-24 02:59:43,-58.9942856,0.4284198,4.361,6.808,9.900,293,314,3.54
2022-07-24 03:21:34,-58.9946060,0.4363570,4.254,6.527,9.200,315,306,3.53
2022-07-24 03:43:25,-58.9950333,0.4434449,4.063,7.461,9.600,322,315,3.54
2022-07-24 04:05:15,-58.9953041,0.4490296,3.538,5.641,9.200,293,314,3.54
